review,mysentiment,min,max,sentiment
"[""Γεια σας, το κινητό είναι απίστευτο σ' όλα εκτός λίγο το βάρος του που εμένα δεν με πειράζει σχεδόν καθόλου, οθόνη, ηχείο, ομιλία όλα τέλεια, βάλτε gcam και πηγαίνετε στο YouTube να δείτε τις ρυθμίσεις, κάνει θαύματα.. Έψαχνα πάνω κάτω στα ίδια χρήματα εδώ και καιρό να αγοράσω κάποιο και κοίταζα τα κινητά των γνωστών μου μήπως βρω κάτι για να καταλήξω κάπου. Επέλεξα σχεδόν στα τυφλά το συγκεκριμένο και νομίζω πως έκανα την καλύτερη επιλογή.""]",0,-2,1,1
"['Πήρα το κινητό χθες και μπορώ να πω με σιγουρια σε σένα που θες να το έχεις και οι φωτογραφιες,βίντεο ,σου είναι σημαντικα : ΜΗΝ το πάρεις']",1,-1,2,1
['Στα 170€  νομίζω ότι αξίζει με το παραπάνω τα λεφτά του. Πολύ καλή ποιότητα κατασκευής και καταπληκτική οθόνη. Θα ήθελα το ηχείο να έχει λίγο καλύτερη ποιότητα ήχου και να συμπεριλαμβάνονταν στη συσκευασία hands free ακουστικά.'],0,-2,1,1
"['Η αξιολόγηση μου είναι σε σχέση με τα λεφτά του φυσικά 179 σε προσφορά. Η κάμερα δείχνει κάθε άσπρη τρίχα και η μπαταρία κράτησε 7 μέρες σε αναμονή! Επειδή όντως το είχα σε αναμονή δεν είχα την ευκαιρία να ψάξω για αρνητικά αλλά προς το παρόν όλα θετικά. Η οθόνη είναι όντως μεγάλη αν αυτό ψάχνετε αλλά είναι ογκώδες . Εγώ το πήρα για χρήση τάμπλετ οπότε είμαι οκ μ αυτό. Το προηγούμενο κινητό μου είναι 5.9. δοκίμασα ν ανοίξω yουtube απο το μοτορόλα σε split screen και είχε σχεδόν το ίδιο μέγεθος με το 5.9 σε full screen. όμως δε με άφηνε να κάνω drag το παράθυρο του youtube και να το προσαρμόσω όπως με αφήνει το 5.9 . Οταν έχω ανοιχτες 2 άλλες εφαρμογες μ αφήνει να κάνω drag τα παράθυρα, Οκ είναι μια λεπτομέρεια χωρίς σημασία αφού έχει μεγάλη οθόνη και με άλλες εφαρμογές μ αφήνει']",1,-2,3,1
"['Γειά σας, μετά από πολύ έρευνα αγοράς για την αγορά κινητού, κατέληξα, στο Motorola g9 plus, το πήρα από γνωστή αλυσίδα καταστημάτων στην τιμή των 179 ευρώ, το έκανα δώρο στην γυναίκα μου, μπορώ να σας πω ότι έχει κολλήσει με το g9, είναι απίστευτο σε όλα, καμία σχέση με redmi8 pro, που είχε πριν, τέτοια χαρακτηριστικά σε τηλ άλλων εταιρειών είναι σε τιμές άνω των 350 και 400 ευρώ, πραγματικά δεν περίμενα ότι είναι τόσο καλό.']",1,-2,3,1
"['Το κινητό είναι πάρα πολύ καλό σε όλα του. Πολύ γρήγορο και με πολύ καλή διάρκεια μπαταρίας. Επειδή παλιότερα είχα Samsung, για να το συγκρίνω παρατήρησα στην οθόνη μια υστέρηση ως προς την super amoled και λιγότερο εύχρηστο μενού κατά τη γνώμη μου. \nΕπίσης δεν μπορείς να βρεις εύκολα θήκη και tempered glass, δυστυχώς. Πριν το πάρετε σιγουρευτείτε ότι θα βρείτε γιατί είναι απαραίτητα για τόσο μεγάλη οθόνη 6.8 ιντσών και βαρύ τηλέφωνο.']",1,-2,3,1
"['Μετά τα καλά σχόλια που είχα δει εδώ στο Σκρουτζ αποφάσισα να το αγοράσω και εγώ.Το είχα ψάξει πάρα πολύ, πρώην  κάτοχος  Xiaomi είπα επιτέλους να ξεκολλήσω από τα συνηθισμένα.\nΤο τηλέφωνό στο θέμα ομιλίας το ακουστικό είναι κρύσταλλο, σε ακούνε τέλεια τους ακούς τέλεια. Η μπαταρία είναι ικανοποιητική, με έναν φορτιστή 30w φορτίζει πολύ γρήγορα. Βγάζει απίστευτες φωτογραφίες και αυτό οφείλεται βέβαια και στην Lenovo γιατί πλέον την Motorola την αγόρασαν πρόσφατα, και ανήκει στην Lenovo. Οθόνη άψογη,μεγάλη,ευδιάκριτη. Απίστευτα μεγάλη μνήμη 128mb, βίντεο 4Κ  κάμερα με πολλές επιλογές λήψης.Αυτο που δεν μου άρεσε αλλά οκ συμβιβάστηκα όλες η λειτουργίες του τηλεφώνου είναι της Google ημερολόγιο δεν έχει δικό του έχει της Google επαφές, κλήσεις, μυνήματα όλα αυτά είναι της Google, όταν βγάζεις φωτογραφίες και βίντεο αποθηκεύονται στους φακέλους της Google . άλλωστε μην ξεχνάμε η Google πούλησε την mobile Motorola στην Lenovo και το τηλέφωνό πατάει 100%πανω στην Google.\nΤέλος τέτοιο τηλέφωνό με αυτά που σου παρέχει δεν θα βρεις σε αυτήν την τιμή με τίποτα 179€απιστευτο!!! και όμως υπάρχουν και αυτές η εταιρείες που χαρίζουν. Από γνωστή αλυσίδα που δίνει και επιστροφή σε πόντους eurobank ήταν μια έξυπνη αγορά, με υπομονή και μετά από πολύ ψάξιμο.']",1,-2,3,1
"['Αγόρασα το τηλέφωνο αρχές Δεκεμβρίου για λίγο πάνω από 200 ευρώ. Θεωρώ μια από τις καλύτερες αγορές που έχω κάνει. Το τηλέφωνο για τα λεφτά σου είναι εξαιρετικό απλά, σε όλα του. Τώρα που είδα την τιμή να έχει πέσει στα 179 απλά μην το χάσεις !! Το μόνο που πρέπει να ξέρεις να δεις, πριν φύγεις από το μαγαζί είναι το μέγεθός του. Είναι μεγάλο τηλέφωνο με 6.81 ίντσες οθόνη']",1,-1,3,1
"['Το κινητό είναι τέλειο για το κόστος του, στα 160€ οπου μου κόστισε , έχει ίδια χαρακτηριστικά με το Samsung A71 που έχει λίγο καλύτερη κάμερα που κοστίζει 350€.Και εδώ να πούμε οτι θα λάβει και την αναβαθμιση του android 11 εκεί που άλλα δεν προβλέπονται γιαυτό.\nΗ μπαταρία του κρατά 2-3 ημέρες εύκολα σε μόνιμη χρήση ίντερνετ χω΄ρις παιχνίδια.\nΣυμβατότητα δικτύου στην Αμερική έχει στο 5G,εδώ δεν το δείχνει να προβλέπεται άν και κανείς δεν ξέρει ακόμα πως θα το λειτουργήσουν και αν περάσουν και τα Αμερικάνικα πρότυπα και εδώ ώστε να λειτουργούν πιο οικονομικά τηλέφωνα μακροπρόθεσμα και εδώ.\nΕνας επίσης σοβαρός λόγος που το διάλεξα είναι το head sar με 0,47 εδώ με αναλογία το μεγάλο μέγεθος 6.81"" LTPS IPS οθόνης και 4κ βίντεο...και όλα αυτά με 160€']",1,-2,3,1
"['Το κινητό είναι εξαιρετικό για το κόστος του, είναι σε προσφορά 179€, έχει παρόμοια χαρακτηριστικά με το Samsung A71 με το 1/3 των χρημάτων του.θετικά Μπαταρία, κλήσεις, οθόνη ,Ταχύτητα, Φωτογραφία.\nΑρνητικά βάρος κ Μεγάλο σαν 7αρη tablet. Εάν θέλετε να συνδυάσετε κορυφαίο κινητό σε μέγεθος μικρού tablet  το προτείνω ανεπιφύλακτα.']",1,-2,3,1
"['Δεν είμαι και ο πλέον κατάλληλος να αξιολογήσω ένα smartphone μιας και είναι το πρώτο που έχω στην κατοχή μου !!!! πιστεύω όμως ότι στα 179 ευρώ ( με 12 άτοκες μάλιστα από γνωστή αλυσίδα ) δύσκολα βρίσκεις κάτι πιο ανταγωνιστικό στην ελληνική αγορά .\nΤο ότι έχει μεγάλη οθόνη με απαλλάσσει να κουβαλάω τάμπλετ μαζί μου όταν λείπω για τοποθετήσεις εκτός νόμου και μένω μέρες ( κουφώματα - πόρτες γερμανικού τύπου ) .\nΑκόμα το ψάχνω αλλά σαν διάρκεια μπαταρίας είναι. υπέροχο και στο standby που είναι συνήθως βγάζει άνετα 4- 5 μέρες .\nΦορτίζει "" μπαμ "" ,πάει γρήγορα και για την χρήση που το έχω δεν μπορώ να ζητήσω κάτι παραπάνω τουλάχιστον σε αυτήν την κατηγορία τιμής και με εγγύηση ελληνικής αντιπροσωπείας.\nΚαθαρό android , χωρίς πολλά παραφεναλια , παιχνίδια δεν παίζω και απλά ήθελα ότι πιο ,VFM μπορούσα να πάρω αυτήν την περίοδο .\nΣε άλλες χώρες Xiaomi ,realme μπορεί να είναι φθηνότερα από το g9 plus η ίδια τιμή ,εδώ όμως όχι .\nΕιδικά στα 180 ευρώ δεν νομίζω ότι μπορεί να απογοητεύσει τον μέσο χρήστη σε καμία περίπτωση .\nΈνα πολύ "" δυνατό"" value for your money που αξίζει να μην προσπεράσει κάποιος ειδικά εάν πρόκειται για μέσο χρήστη.']",0,-3,3,1
['Το κινητό είναι άψογο σε όλα του η καλύτερη επιλογή και με high end χαρακτηριστικά το συστήνω ανεπιφύλακτα!!!!!'],1,-1,2,1
"['Το εχω ενα χρονο και το θεωρω μετριο κινητο. Η ram ειναι κακιστη και αυτο εχει ως αποτελεσμα οταν πεταγεται το εικονιδιο του Messenger να κολλαει ολο το κινητο και να κλεινει η εφαρμογη, στα υπολοιπα ειναι γρηγορο ομως. Επισης, αν εισαι στο instagram πχ, πας στο messenger και μετα απο 3 δευτερολεπτα πας παλι στο Instagram τοτε σιγουρα εχει χαθει το σημειο οπου βρισκοσουν. Μετρια καμερα, ωραια αναλυση οθονης, ικανοποιητικος επεξεργαστης, καλο δακτυλικο αποτυπωμα, κακη μπαταρια (αναμενομενο αφου εχει 3400 mAh) αλλα γρηγορη φορτιση\nΣυμπερασματικα: Με τα ιδια λεφτα βρισκεις καλυτερο κινητο οποτε δε θα το προτεινα.']",1,-2,3,1
['Κινητό που έχω εδώ και 2 χρόνια περίπου. Έχει φάει τις τούμπες της ζωής του και ζει ακόμα. Το δακτύλιο αποτύπωμα λειτουργεί άψογα. Κάμερα μια χαρά βίντεο επίσης παιχνίδια παίζω συνέχεια και δεν έχει θέμα. Κολλήματα ίσως να εμφάνιζε κάποιες φορές αλλά τόσο λίγα που δεν τίθεται θέμα. Μπαταρια δεν είχα θέμα αλλά είναι και ανάλογα τη χρήση. Σε γενικές γραμμές αξίζει.'],0,-3,3,1
['Το κινητό στα 170 ευρώ που είναι τώρα δν αξίζει.Υπαρχουν πολλές καλύτερες επιλογές σε αυτά τα χρήματα.Για εμένα το μόνο που με δεν μου άρεσε σε αυτό το κινητό που το έχω 2 χρονια είναι η μπαταρία του.Πρόσφατα του άλλαξα μπαταρία αλλά πάλι με το ζόρι μου κρατάει μια ημέρα και ειδικά αν κάνω μάθημα από το webex το μεσημέρι όταν θα έχω τελειώσει η μπαταρία του θα είναι στο 60%'],0,-3,2,1
"['Σαν κινητό για τα λεφτά του πολύ καλό. Τρέχει γρήγορα, η μπαταρία πολύ καλή. Το έχω 1μιση χρόνο και δεν μου έχει κολλήσει ποτέ. Η πίσω κάμερα δεν τρελάθηκα αλλά για τα χρήματα του αρκετά καλή. Όσο αναφορά την μπροστινή κάμερα είμαι ικανοποιημένη, για τόσο λίγα mp είναι καταπληκτική. Θα ήθελα που και που κάτι καινούργιο στο λογισμικό. Τα ηχεία για μονοφωνικο ήχο, θα έλεγα πως είναι μέτριος ο ήχος. Όταν ανεβάζεις την ένταξη από την μέση και πάνω ακούγετε άσχημα ο ήχος. Καταταλα θεωρώ πως για 170/200€ είμαι αρκετά ικανοποιημένη']",1,-2,3,1
"['Value for money κάνει ότι λέει και με το παραπάνω!! Αξίζει στα λεφτά του το πήρα πριν 1 χρόνο και το κινητό είναι υπερβολικά ανθεκτικό!!! Έχει φάει τόσες πτώσεις μέχρι και από το μηχανάκι, θα έπρεπε να είχα αλλάξει 4 τηλέφωνο αν είχα αλλά μοντέλα.. Μπαίνω στο μπάνιο ακούω μουσική και βρέχετε και δεν έχει πάθει τίποτα!! Του έχω αλλάξει φορτιστη και έχω έναν με πιο λίγα wattt αργεί να φορτίσει αλλά η μπαταρία κρατάει δεν έχει πάθει ζημιά! Επίσης είναι ένα όμορφο κινητό']",0,-2,2,1
['Μετά από 1χρονο χωρίς έναν κιχ από υπολειτουργεια... Πιστεύω αυτό είναι το πρώτο.. Κατά τα άλλα ότι πιστεύουν οι περισσότεροι\nΠολύ ποιοτικό τηλέφωνο με λίγα χρήματα'],0,-2,1,1
"['Λοιπόν αυτό που θα πω είναι ότι το έχω ένα χρόνο\nΠριν από 6 μήνες μου έσπασε και μεατ από περίπου 1 μήνα χάλασε η lcd και οι υγροί κρύσταλλοι άρχισαν να τρέχουν.Παραγγειλα μια οθόνη, μια καινούρια lcd και έκανα την αλλαγή μόνος.Μετα από μια βδομάδα το είχα δώσει σε έναν φίλο μου να το κρατάει και έπεσε ξανάρχισαν να τρέχουν οι κρύσταλλοι. Το κινητό είναι άψογο σε επιδόσεις αλλά μην το γεμίζετε με εφαρμογές γτ θα κολλάει.καταταλλα παρότι έχει 13 2 rear-camera και 24 selfie βγάζει πολύ καλές φωτογραφιες για τα λεφτά του\n\nΕίμαι ευχαριστημένος από τις επιδοσεις\n\nΑλλά όχι από τη κατασκευή (μπροστά γυαλί, περίγραμμα πλαστικό, πισο πλαστικό(πολύ γυαλιστερό και γεμίζει δαχτυλιές)']",1,-2,3,1
"['Το κινητο τα σπαει για τα λεφτα του!!!Στιβαρο με πολη καλη αναλυση,γρηγορο και με πολυ καλες φωτογραφιες!!!ΤΟ ΣΥΝΙΣΤΩ ΑΝΕΠΙΦΥΛΑΚΤΑ!!!']",1,-1,3,1
['Εχω τρια αγορασει το κινιτο για την τιμη του ειναι πολυ αξιοπρεπη εχει καλη αυτονομια μπαταριας πολυ καλο ηχο δεν κολαει \nαπο φωτογραφιες μερα και απογευμα ειναι αρκετα καλες \nτο βιντεο και αυτο σε ικανοποιητικα επιπεδα \nΤο βραδυ εχει καποια θεματακια σε φωτογραφιες και βιντεο\nΗ οθονη κρυσταλλο και πολυ γρηγορη \nΑποτυπωμα παρα πολυ καλο και γρηγορο \nΤωρα διαφοροι που γραφουν για κολυμματα και να καιει εγω δεν εχω δει κατι \nΥποστηριζει multi tasking χωρις προβλημα'],1,-2,3,1
"['Το έχω 9 μήνες και προς το παρόν δεν έχω κανένα παράπονο. Σε αντίθεση με άλλα σχόλια, ελάχιστες φορές θερμαίνεται και σίγουρα κάποιες κολλάει, ειδικά όταν χρησιμοποιώ πολλές εφαρμογές μαζί. Αλλά είναι ένα οικονομικό κινητό, οπότε τα αποδέχεσαι αυτά. Η κάμερα είναι πολύ καλή τις πρωινές ώρες, σε αντίθεση με το βράδυ που οι φώτο είναι τραγικές και το φλας δεν βοηθάει στην αισθητική βελτίωση της φώτο. Ο αποθηκευτικός χωρίς είναι ικανοποιητικότατος, η μπαταρία καλή, η οθόνη και ο σχεδιασμός πολυ όμορφα.\nΣε γενικές γραμμές είμαι ευχαριστημένη']",0,-3,2,1
"['Θετικά: ελαφρύ όμορφο καλή ανάλυση οθόνης σχετικά καλός ήχος \nΑρνητικά:κάμερα μέτρια, μπαταρία θα μπορούσε να έχει παραπάνω, το χειρότερο όμως είναι σε αυτό το κινητό τα κολλήματα που έχει δεν σηκώνει δύο εφαρμογές ανοιχτές ταυτόχρονα θέλω να παίξω ένα παιχνίδι και προσπαθώ να ανοίξω το μήνυμα που μου έστειλαν στο messenger με ανοιχτό το παιχνίδι και κολλάει απίστευτα με αποτέλεσμα να με πετάει από το παιχνίδι λόγο τις αχρηστης ραμ που έχει, στις βίντεο κλήσεις με καλούν απαντάω και αργή 5 δευτερόλεπτα να ανοίξει την βιντεοκληση, ζεστενετε υπερβολικά πολύ και αρκετά γρήγορα, δεν το προτείνω σε καμία περίπτωση μακριά']",0,-3,3,0
['Είναι απλά τέλιο είναι πάρα πόλι καλό στις φωτογραφίες του στον ήχο του ή ανάλιση εξερετικη τα βίντεο στα γιοτιουμπ ιπεροχα το σινηστο με κλειστά μάτια πόλι καλό και τα παιχνίδια τα διχνη πόλι καλά έχει καλά γραφικά φορτίζει πόλι γριγωρα'],1,-1,3,1
"['Παιδια το κινητο αυτο ειναι το πιο value for money στην κατηγορια του... Το αγορασα τον Φεβρουαριο του 19 και δεν με εχει απογοητευσει καθολου... Τρεχει παρα πολυ γρηγορα χαρη στον επεξεργαστή του... Και με την χρηση που του κανω (2,3 ωρες την μερα) εχει αντεξει... Τρεχει πολυ γρηγορα τα παιχνιδια(πολλων MB)... Τι αλλο να πω σας το προτεινω ανεπιφυλαχτα...']",1,-2,3,1
"['Το κινητό το έχω περίπου 8 μήνες. Πολύ σκληρή χρήση σχεδον στα πάντα. Παίζω παιχνίδια  online (7-8 ώρες την μέρα), μουσική όλη μέρα, σερφαρισμα και γενικά πολύ χρήση. Τα + δεν κολλάει σε τίποτα, ακόμα 6-7 εφαρμογές να έχω ανοιχτες. Καλή κάμερα, πολύ ξεκούραστη οθόνη, η μπαταρία με την παραπάνω χρήση βγάζει μια μέρα , ίσως 20 ώρες. Φορτίζει όμως γρήγορα .\nΣτα - είναι το ηχείο του, αλλά δεν με ενοχλεί ιδιαίτερα μιας και χρησιμοποιώ ακουστικά για να μιλάω ή ακούω.']",1,-2,3,1
['Το ειχα για 5 μηνες μεχρι που κλάπηκε ομως αυτούς τους 5 μηνες ηταν αψογο. Και η καμερα εχει φοβερο stability για βιντεο αν βγαζετε πολλα βιντεο το συνιστώ ακομα περισσότερο.'],0,-4,2,1
"['Είναι το πιο τέλειο κινητό που έχω πάρει μέχρι τώρα. Για τα λεφτά του το καλύτερο. Το ηχείο μόνο όταν το δυναμονεις στο τέρμα αρχίζει λίγο να θολώνει ο ήχος με ένα μικρό βουητό. Αξίζει να το αγοράσετε. *EDIT* Για εσάς όπου κάνετε ""dislike"" την αξιολόγηση την έγραψα πριν καιρό. Προφανώς υπάρχουν και καλύτερα κινητά τώρα. Τότε που το πήρα ήταν σούπερ ντουπερ, μόλις είχε βγει.']",1,-2,3,1
['Έχω το hawei honor του 2018 και απέκτησα και το lite 10 πριν λίγες μέρες γιατί πάντα έχω 2 κινητά. Δεν έχουν σημαντικές διαφορές στις λειτουργίες που το χρησιμοποιώ αλλά το κοινό τους χαρακτηριστικό είναι πως είναι γρήγορα αξιόπιστα κινητά χωρίς κολλήματα (ειδικά στο πρώτο έχω περισσότερη πείρα) με πολύ καλή μπαταρία και γενικά αξίζουν τα λεφτά τους μέχρι τώρα. Τελικά πιστεύω πως η Haweii έχει πετύχει τον συνδυασμό money for value'],0,-2,2,1
"['Τέλειο κινητό από κάθε άποψη, μετά από το 9 lite που το είχα πάνω από ένα χρόνο, πήρα το 10 lite με κλειστα τα μάτια....και το απολαμβάνω κάθε ώρα της ημέρας.!!!']",1,-1,2,1
"['Αγόρασα το τηλέφωνο για την κόρη μου. Το επέλεξε η ίδια και έχει μείνει πολύ ευχαριστημένη. Ότι και να δοκίμασε δουλεύει άψογα και έχει μόνο καλά λόγια. Εντύπωση μου έκανε η ποιότητα ήχου στο εξωτερικό ηχείο. Ασυνήθιστα δυνατός και καθαρός, σε κάνει να θέλεις μουσική από εκεί.\n\nΣυνιστάται για αγορά.']",0,-2,2,1
"['Καλες φωτογραφιες με πολυ αξιολογη αναλυση, εχει θεμα στις κλησεις δεν ακουω καλα και δεν με ακουνε επισης, πρεπει να επαναλαβω οτι εχω πει 5 φορες. Επισης κρακαρει αν το βαλεις να κανει 2-3 πραγματα μαζι, πραγμα που σε εκνευριζει φουλ σε αντιθεση με το προηγουμενο που ειχα, το Huawei PSmart. Αυτο ηταν κινηταρα, μετανιωνω που δεν το ξανα πηρα. Επισης, θερμενεται γρηγορα και πολυ ευκολα, το προηγουμενο μου δεν ειχε ζεσταθει ουτε μιση φορα. Γενικα δεν το συνιστω καθολου σαν κινητο, αποτυχημενο μοντελο.']",0,-2,2,0
['Περίμενα πολλά παραπάνω. Όπως και να έχει το κινητό είναι άχρηστο κάτω από τον ελληνικό ήλιο. Η οθόνη του είναι οκ αλλά μόνο σε εσωτερικούς χώρους. Η κάμερα άσχετα με το AI είναι πολύ μέτρια προς κακή. Χάνει πολύ σε λεπτομέρεια dynamic range και πολλά αλλα. Όσο αναφορά το βίντεο το βρήκα πολύ κακό καθώς έβγαινε τις περισσότερες φορές τόκο όσο φοκους και να έκανα. Όσο αναφορά την ταχύτητα εκεί δεν έχει κανένα πρόβλημα εκτός από δυο τρία λαγκς καμία φορά. Όπως και να έχει μακριά. Πηγαίνετε σε A50 η note 7 xiaomi.'],0,-3,1,0
"['το εχω 3 μερες και το εχω λιωσει. τελειο για εμενα ! δουλεύω με αυτό, η μπαταρία εχει αντέξει αρκετα . φωτο 9  στα 10, οθόνη τέλεια , πολύ γρήγορο!Το μπλε χρώμα πανέμορφο!']",1,-1,4,1
['Το έχω περίπου ένα μήνα. Είναι αψιγο. Βγάζει τρομερές selfie με τη 24mp camera που έχει. Και γενικά είναι γρήγορο. Αξίζει τα λεφτά του... Είναι δυνατό εργαλείο.'],0,-2,1,1
['Το κινητο το εχω μολις μια βδομαδα για καποιο λογο μου εχει βγαλει στην οθόνη μια γραμμη και κολλαει αρκετα (για διάφορους λογους εχουν περασει 3 ιδια κινητα 10 lite απο τα χερια μου) λοιπον 2 στα 3 ηταν ελαττωματικά καθως το δευτερο κινητο ανοιγε με οποιο δαχτυλικο αποτύπωμα του εβαζαν ενω αν δεν παίρνουσε μισάωρο το κινητο δεν κλειδωνε'],1,-2,3,0
"['Σαν απαιτητικός χρήστεις έχω τα καλύτερα συμπεράσματα δεν κολλάει σε κανένα γκαμε (αν κολλάει φτεει ο σερβερ του παιχνιδιού) αρκετό καλή κάμερα για social υστερεί αν θες πόλι καλή για δουλειά. Οθόνη είναι σε πολύ καλά επίπεδα (η σταγόνα δεν με έχει ενόχληση, περισσότερο ενοχλεί τα μπεζελς που είχαν τα προηγούμενα μοντέλα.']",1,-2,3,1
['το έχω 2 μέρες φαίνεται τέλειο στα λεφτά του άριστη ποιότητα κατασκευής οθόνη ευχάριστη έκπληξη. ....θα δούμε με τόν χρόνο για όποια προβλήματα αν έχει πρώτη εντύπωση άριστη .πριν είχα xiaomi redmi 5 plus'],1,-2,3,1
['Παιδιά το κινητό είναι απλά τέλειο η οθόνη απίστευτη και πολύ χορταστική το face id πάρα πολύ γρήγορο και τα παιχνίδια παρόλα τα 3gb ram που ακούγονται λίγα τρέχουν σφαίρα.'],0,-4,3,1
"['Πλην της ακουστικότητα του ηχείου το τηλέφωνο αξίζει για τα λεφτά του,στο κάτω κάτω εάν θέλαμε καλύτερο ήχο στην απόδοση της μουσική ας αγοράζαμε ηχεία της BOSE ,B&O ή B&W !']",0,-2,1,1
['Αξίζει το κινητό με τα χίλια. Πανέμορφος σχεδιασμός χωρίς πλαίσια τριγύρω από την οθόνη και με πολύ μικρή εγκοπή για την κάμερα . Απίστευτη ποιότητα κατασκευής σε συνδυασμό με το λογισμικό. Κάμερες με εξέπληξαν. Ευχαριστώ το προτείνω ..'],0,-2,1,1
['Το πήρα χθες στα χέρια μου είναι πανέμορφο και το ατού του είναι η οθόνη και τα ζωηρά χρώματα. για μέτριο χρήστη είναι ότι πρέπει για  social media  browsing music το ηχειο μέτριο δεν βγάζει κρυστάλλινο ήχο. Η μπαταρία του ελπίζω να κρατάει γιατί τα 3400 μου δίνονται λίγα Εύχομαι να με διαψευσει. Τίμιο για τα λεφτά του.'],1,-1,3,1
"['Πριν από δύο μέρες το παρέλαβα και έχω να παραθέσω δυστυχώς πολλά παράπονα . Κατά κύριο λόγο όλοι μας το βλέπουμε που έχει 5 κάμερες πίσω και τούμπανο μπροστά , έλα όμως που είναι λες και η κάμερες του είναι λες και είναι 5 η μπροστά και 13 οι πίσω . Δυστυχώς έχω μείνει απογοητευμένη με την ανάλυση και την εστίαση- φοκους της κάμερας. Προηγούμενο κινητό Σμαρτ που είχα ήταν το Xiaomi MiA2 και η κάμερα του απίστευτα καλύτερη και η ποιότητα ήχου !!!!']",0,-2,2,0
"['Μόλις έκανα unboxing...\nκαταρχάς η συσκευασία του δείχνει πολυτέλεια για τόσο μικρή εταιρεία δεν το περίμενα. Το κινητό φαίνεται από καλής ποιότητας υλικά παρόλο που είναι πλαστικά όλα τα μέρη.\nΣτα συν το ότι η cubot το δίνει μαζί με θήκη σιλικόνης ήδη φορεμένη και ζελατίνη προστασίας (οχι τζαμακι)\nΣτα μείον το ότι δεν έχει 3.5 jack, αλλά με ενα ανταπτορακι που κάνει το πολύ 1€, ξεμπερδεύεις\n\n-----------------------------------------------------\nΠρώτες μέρες μικρής χρήσης ίσα να εγκαταστήσω εφαρμογές κλπ. Η μπαταρία μέχρι να ανοίξω playstore και να κατεβάσω ότι ήθελα απο εφαρμογές, έπεσε στο 96% με χρήση wifi.  Είναι Li-ion ίσως γι αυτό, στο προηγούμενο κινητό είχα Li-poly.\nΟι κάμερες σελφι και οι πίσω  αρκετά καλές, με μεγάλη ευκρίνεια.\nΗ οθόνη και τα χρώματα με αφήνουν ικανοποιημένη, δεν έχω  προσωπικά μεγάλες απαιτήσεις σε αυτό το κομμάτι.\nΤο ηχείο είναι μπόμπα\n--------------------------------------------------------\nUpdate\nΕπειδή το σημείο με τις 5 κάμερες ειναι τζαμάκι και φοβάσαι οτι θα σπασει,  πήρα lens cover\nΤρέχει κομπλε το κινητό δεν κολλάει, το δακτυλικό αποτύπωμα δεν το χρησιμοποιώ αλλά δεν πολυδουλεύει\nΜπαταρία , ότι γράφω πιο πάνω....']",1,-2,3,0
['Πολύ καλό κινητό απλά έχει ένα μειονέκτημα σχετικά με άλλα κινητά στο δακτυλικό αποτύπωμα και η μπαταρία του θέλει καθημερινή φόρτιση.'],1,-2,3,1
"['Το πηρα γιατι ειχα παλια το CUBOT POWER, την ναυαρχιδα της εταιρειας πριν απο 2 χρονια περιπου. Το power ηταν τουμπανο, και επειδη το εσπασα, πηρα το x30. Αποδειχτηκε μαπα καθως μεσα σε 2 μηνες αρχισε να σβηνει μονο του, Επαιρνε μπρος και μετα ξανα εσβηνε. Δεν φορτιζε, εδειχνε αποτομα αδειο. Κατι με την μπαταρια παιζει, οπως λεει και μια αλλη κριτικη εδω παρακατω.\n\nΑπογοητευση ειναι δυστυχως σε σχεση με το POWER που ειχα.']",0,-3,2,0
"['2 αστέρια, όσοι και οι μήνες που άντεξε η μπαταρία. Μετά δεν ξαναφορτισε ποτέ...\nΌλα τ άλλα μια χαρά μέχρι τότε.']",1,-1,3,0
"['Φανταστικό κινητό, πολύ γρήγορο χωρίς να κολλάει. Επιπλέον έρχετε σε καταπληκτική συσκευασία και με το που το βγάζεις από το κουτί του είναι ήδη εξοπλισμένο με τζαμάκι και θήκη. Το μόνο αρνητικό είναι η έλλειψη θύρας 3.5mm jack. Το συστήνω ανεπιφύλακτα!']",0,-2,1,1
['Είναι σφαίρα!!! Δεν κολλάει πουθενά και δύσκολα ζεσταίνεται! Αλλα.....Φωτογραφίες πολύ μέτριες με 5 κάμερες χαμηλής ποιοτητας. Βίντεο πολύ μετριο. Είναι όμορφο κινητό. Το μείον επίσης είναι  το κρύσταλλο της οθόνης δεν αντέχει σε πτώση. Δεν είναι vfm.'],0,-2,2,0
"['Άψογο, το έχω 7 μήνες. Το μόνο άσχημο είναι ότι δεν βρίσκω θήκη']",0,-2,1,1
['Η οθόνη έσπασε σαν μπισκότο. Όταν καλής μέσο messenger δεν ακούγετε τίποτα. Πρωτα θέλει restart και μετά να ξαναπάρεις τηλέφωνο. Αυτό είναι το μεγαλύτερο μείον του \n Κολλάει λίγο στο ίντερνετ. Η φωτογραφίες βγενουν χάλια.'],1,-2,3,0
