review,result,min,max,stars tag
['Vfm για τα χρήματα της. Άψογη θέαση και από το πλάι. Γρήγορο μενού και πολύ ωραία χρώματα. Γενικά για 398€ είναι απίστευτη. Το κοντρόλ θα μπορούσε να ήταν πιο πρακτικό-μικρο αλλά συνηθίζεται.'],-1,-2,1,1
"['Φοβερή τηλεόραση,ηχείο πολύ δυνατό και καθαρό, γρήγορη ανταπόκριση σε YouTube και Netflix, ωραία χρώματα. Πολύ καλή επιλογή για τα χρήματα της συνίσταται ανεπιφύλακτα.']",-1,-2,1,1
"['Εξαιρετική τηλεόραση για τα χρήματα της! Την έχω 2 μήνες και ακόμα δεν έχω ανακαλύψει όλες τις δυνατότητες της. Φοβερή εικόνα και εξαιρετική προσβασιμότητα στο διαδίκτυο. Άπειρα κανάλια και ταινίες ανοίγονται μπροστά σου, χρόνο να έχεις να χαζεύεις...\nΣτα αρνητικά της το δύσχρηστο τηλεκοντρόλ.\nΤο επόμενο project είναι ο συνδυασμός της με σύστημα ήχου για να απογειωθεί!\nΣίγουρα μια καλή αγορά αφού η ίδια η εταιρεία με 80 ευρώ σου επεκτείνει την εγγύηση για 5 χρόνια και καλύπτει τα πάντα, μέχρι και πτώση από σεισμό αλλά και ρεύματος.']",-1,-3,1,1
"['Έχω την τηλεόραση περίπου 1,5 μήνα.\nΣτην τιμή των 389€ που την αγόρασα την χαρακτηρίζω σίγουρα VFM.\nΠολύ καλή εικόνα, αρκεί να καθίσεις να ασχοληθείς και να την ρυθμίσεις (μου έκανε εντύπωση ότι έχει ξεχωριστές ρυθμίσεις για κάθε πηγή σήματος (συμβατική τηλεόραση, Netflix, Vodafone TV). \nΠολύ καλό θα χαρακτήριζα και τον ήχο, σημειώνοντας ότι δεν έχω ιδιαίτερες απαιτήσεις πέρα από το να ακούγεται δυνατά και καθαρά.\nΗ κατασκευή όχι τίποτε το ιδιαίτερο, σαφώς λιγότερο στιβαρή σε σχέση με μια 32 Philips 6-ετίας που αντικατέστησε. Παρόλα αυτά δεν με προβληματίζει αφού την έχω ""εγκαταστήσει"" πάνω σε ένα έπιπλο και δεν έχω σκοπό να την πηγαίνω βόλτες.\nΜοναδικό ελάττωμα θα χαρακτήριζα το menu σε συνδυασμό με το τηλεχειριστήριο (προσοχή δεν έχω το έξυπνο τηλεχειριστήριο που μάλλον θα αγοράσω - ~30€ - σε δεύτερη φάση αφού μάθω τι διαφορετικό προσφέρει εκτός από την λειτουργία του ως ποντίκι) που δεν με ικανοποίησαν πλήρως. Μέχρι σήμερα δεν έχω βρει (βέβαια δεν ολοκλήρωσα και την απαιτούμενη μελέτη, μάλλον χρειάζεται αρκετή) έναν τρόπο να εμφανίζεται με το πάτημα ενός πλήκτρου το γνωστό σε όλους μας ""INFO"". Οι πληροφορίες που ομολογώ είναι πλήρεις εμφανίζονται με μια συγκεκριμένη διαδικασία μετά από 2-3 πατήματα πλήκτρων. \nΣε κάθε περίπτωση, με λιγότερο από 400€ την θεωρώ μια εξαιρετική αγορά.']",1,-2,3,1
['Άψογη εικόνα και με 5 χρόνια εγγύηση LG...πολύ γρήγορη στο ίντερνετ και τα 4k στο netflix τα παίζει για πλάκα...'],-1,-3,2,1
"['Αψογη για τα λεφτα της.  Οι λογοι απλοί ... Εχει γρηγορο μενου , παιζει τα πάντα , εχει φοβερα χρωματα για τα λεφτα .\nΚαι το ποιο βασικο για μενα δεν ειναι VA Samsung panels που ξεθωριάζουν τα χρωματα οταν βλεπεις υπο γωνιά. \nΤο κακο ειναι κλασικα οτι δεν υπαρχει μαυρο οπως ειναι γνωστο στα IPS που δεν με χαλαλει διοτι αν θες κατι καλο πας σε Oled ουτος η αλλος.']",-1,-4,3,1
"['Την αγόρασα από κατάστημα σε προσφορα στα 399ε. Ο λόγος που με κέρδισε έναντι άλλων επιλογών στην ίδια κατηγορια ήταν τα 5 χρόνια εγγύηση που έχει (ενημερώθηκα στο κατάστημα ότι ο σειριακός αριθμός της συγκεκριμενης τηλεορασης ανήκει στην κατηγορία των um7400 που έρχονται με 5ετή εγγύηση απευθείας από την lg).\n\nΗ προηγούμενή μου τηλεόραση ήταν μια Samsung UEJ5500 στις 32 ίντσες την οποία αγόρασα πριν 5 χρόνια, στην ίδια τιμή περίπου με αυτήν εδώ. Να σημειώσω ότι η UEJ5500 με άφησε εντελώς ικανοποιημένο άρα, όπως καταλαβαίνετε, ο λόγος που την αντικατέστησα ήταν το μέγεθος και μόνο.\n\nΠώς είναι η μετάβαση από μια πολύ καλή smart tv 32"" σε μια αντίστοιχη στις 49""? Χάσιμο! Την πρώτη μέρα έκανα προβολή την ταινία Avatar (2009) σε 4k (27gb) και ένιωσα σα να είμαι στον κινηματογράφο. Η lg49um7400 με μια λέξη είναι: εντυπωσιακή!\n\nΠάμε στα επιμέρους:\n\nΤοποθέτησα την tv σε βάση τοίχου, σε απόσταση περίπου 280cm απέναντι από τον καναπέ και σε ύψος 95cm από το πάτωμα.\nΗ εμπειρία θέασης είναι πραγματικά εξαιρετική! Σε προβολές ταινιών όπου η οθόνη έχει αυτά τα μαύρα οριζόντια κενά επάνω και κάτω από την εικονα, ""πρέπει"" να φέρω τον καναπέ λίγο πιο κοντά. Αξίζει.\n\n* Γωνία θεασης: Όταν είσαι απέναντι, είναι εξαιρετική. Ωστόσο τα χρωματα αλλοιώνονται κάπως όσο απομακρίνεσαι στο 1m από τον καναπέ. Υπάρχει διαφορά.\nΝα σημειώσω εδώ, ότι συγκριτικά με την Samsung UE50RU7092 (που επίσης τσέκαρα στο κατάστημα και βρισκόταν στις επιλογές μου), η lg μου φάνηκε καλύτερη σε γωνίες θέασης. Ίσως να είμαι αυστηρός για αυτές τις τιμες, αλλά αυτή είναι η αλήθεια.\n\n* Ανάλυση και χρώματα: σε hd και 4k είναι πραγματικά εντυπωσιακά! Όμως, γενικά, το μαύρο της δεν είναι και το καλύτερο ever. Οκ, ίσως πάλι να είμαι αυστηρός, αλλα χάνει λίγο. Όχι τόσο, όμως, ώστε να σε ξενερώνει. Γενικά θέλει ψάξιμο για να βρεις τα χρώματα που σου αρέσουν. Οι εργοστασιακές ρυθμίσεις δε με ξετρέλαναν δηλαδη.\n\n* Ήχος: πολύ καλός, και με το ultra saround. Δε με χάλασε καθόλου στις προβολές που έκανα. Προφανώς έχει έλλειψη στα μπάσα, αλλα στην τελική τηλεόραση πήρα όχι ηχοσύστημα.\nΕπίσης, μπορείς να βλέπεις tv ή youtube και να ακούς παράλληλα τη μουσική σου (την οποία έχεις περάσει σε φλασάκι στην tv)!\n\n* Ταχύτητα: Φοβόμουν ότι από τη στιγμή που υπάρχουν τηλεοράσεις που στοιχίζουν μερικά χιλιάρικα στην αγορα, μια 4k των 400 ευρο θα ειναι υποδιεστερη. Κι όμως, είναι γρήγορη! Τόσο στη λειτουργία της, όσο και στη μετάβαση μεταξύ των app, στη σύνδεση στο ίντερνετ κτλ. Το netflix παίζει τέλεια.\n\n* Menu και λογισμικό: μια χαρά! Παρέχει ένα σωρό επιλογές για να φέρεις την tv στα μέτρα σου (μέχρι και να αλλάξεις και τον τονισμό στο γρασίδι οταν βλέπεις μπάλα). Έρχεται με προεγκατεστημένα το netflix, το prime video, το rakuten tv και 2-3 ακόμη (τα οποία μπορείς να ξεφορτωθείς αν θέλεις). Παρ\'οτι, δε, και στο skroutz διάβασα ότι ""δεν υποστηρίζει"" το spotify, το κατέβασα και παίζει μια χαρά.\n\n* Υλικά κατασκευής: πλαστικό, αλλά ειναι οκ. Δεν είναι εντελως συμπαγής, βέβαια, κάποια σημεία κουνιούνται με λίγη πίεση. Επίσης σε σχέση με πιο ακριβά μοντέλα νομίζω δε θεωρείται το ίδιο καλαίσθητη. Είναι απλά οκ.\n\n* Τηλεχειριστήριο: είναι απλά οκ. Τίποτα το σπουδαιο. Δυστυχώς η συσκευασία δεν περιέχει το magic remote control (που περιλαμβάνει η um7450 - η οποία αν εξαιρέσεις τα μεγέθη που βγαίνει κατά τα άλλα νομίζω δεν έχει καμία διαφορά από την 7400), όμως μπορείς να κατεβάσεις το app LG TV Plus στο κινητό σου που κάνει την ίδια δουλειά, ακόμα και για τις φωνητικες εντολές ή για να χρησιμοποιήσεις το πληκτρολόγιο του κινητού όπου απαιτείται κείμενο - (ωστόσο ψιλοκολλάει στο δικό μου smartphone - xiaomi mi a2).\n\n* Extras: Έχει miracast! Δηλαδή δε χρειάζεσαι καλώδιο hdmi για να προβάλεις το περιεχόμενο του laptop σου στην tv (κάποιες φορές αποσυνδέεται μόνο του βέβαια - σπάνια). Αρκεί να συνδεθούν και τα δύο στο ίδιο wifi και να επιλέξεις από το λάπτοπ ""προβολή στην tv"".\n\n* Κατανάλωση ενέργειας: Α. Σκέτο. Χωρίς ούτε ένα +.\n\nΚλείνοντας να πω, ότι και οι 4 γωνίες της tv δείχνουν να έχουν μια πολύ ελαφριά σκιά στις άκρες. Σα να μην είναι τόσο φωτεινές όσο η υπόλοιπη οθόνη. Δεν αποτελεί όμως κανένα πρόβλημα. Το πιο πιθανό είναι να μην το προσέξει ποτέ κανείς από τους επισκέπτες μου. Μόνο εγώ που είχα διαβάσει ήδη για αυτο σε reviews, στο ίντερνετ και φαίνεται ότι το έχουν πολλές τηλεοράσεις σε αυτό το μέγεθος ανεξαρτήτως μάρκας.\n\nΑν είναι vfm? Ναι, είναι!\nΒάζω 5 αστέρια γιατί παρ \'ολο που εντόπισα κάποια μειονεκτήματα, δουλεύει ρολόι και με έχει αφήσει εντελώς ικανοποιημένο σε σχέση με τα χρήματα που ξόδεψα.']",0,-4,4,1
['Άψογη βάζει κάτω τηλεοράσεις πολλών χρημάτων!!'],0,-1,1,1
"['Καλησπέρα. Έχω αυτή την τηλεόραση 2 χρόνια. Καλός ήχος, εύχρηστο μενού. \n\nΤο σημαντικό μείον που βλέπω εγώ και δεν το είδα σε προηγούμενα σχόλια, είναι ότι υπάρχει μεγάλο πρόβλημα με την θέαση από το πλάι. Π.Χ αν έχω ανοιχτά παράθυρα και μπαίνει ήλιος, μόνο ευθεία μπορείς να δεις. Αλλά και με κλειστά φώτα, πάλι δύσκολη η κατάσταση.']",0,-3,3,1
"['Ό,τι πληρώσεις παίρνεις. Μια τίμια επιλογή στην εποχή της.  Για μέσα του 2019 ήταν εξαιρετική επιλογή. Αν κάποιος πάει μπαίνοντας το 2021 να την πάρει στα 500ε, προφανώς θα είναι ανόητος! Η τεχνολογία κάνει άλματα κι εμείς πρέπει να ακολουθούμε.']",-1,-3,1,1
"['Είναι πολύ καλή για τα λεφτά της, το μενού της είναι εύχρηστο σε όλα της εκτός από τον συντονισμό των καναλιών, που μου έκανε εντύπωση, διότι σε άλλες LG τηλεοράσεις έχει εύκολο συντονισμό των καναλιών.']",1,-1,2,1
"['Από την αρχή σχεδόν εμφάνιζε υστέρηση στον ήχο σε σχέση με την εικόνα. Για να διορθώνεται αυτό το πρόβλημα, έπρεπε να κάνεις επανεκκίνηση βγάζοντας την πρίζα εν λειτουργία. Στην αρχή κάθε 2 μήνες, μετά κάθε μήνα, μετά κάθε βδομάδα, μετά μπορεί και κάθε μέρα. Στο τέλος, χάλασε τελείως, στους 18 μήνες. Δε λέω, αν δεν σου βγει ελαττωματική, μπορεί να βγει τέλεια! Για μένα, ήταν απλά 450€ πεταμένα.']",1,-2,4,-1
"['Τι να πει κανείς για αυτή την τηλεόραση.. Την έχω γύρω στους 10 μήνες, και είμαι πολύ περισσότερο από ευχαριστημένος.. 450€ και αξίζει και παραπάνω.. Οτιδήποτε της έχω ζητήσει, το κάνει πολύ καλύτερα απ αυτό που περιμένω.. Φοβερά ενσωματωμένα ηχεία, πολύ καλές γωνίες θέασης, πολύ βολικό μενού.. Απόλαυση οι ταινίες με HDR.. Εάν είστε fun ταινιών, σειρών κτλπ, είναι super επιλογή σε αυτή την κατηγορία τιμής.. Εάν βλέπετε μόνο τηλεόραση και δεν ασχολείστε με σειρές ταινίες κτλπ, καλύτερα να πάτε σε full HD και όχι σε 4K..\n\nΥ. Γ. Έχω προσθέσει την ηχομπαρα της crystal audio CASB240.. Είναι σαν να βρίσκομαι κινηματογράφο, κυριολεκτικά..\n\nΤο μόνο αρνητικό που έχω να προσθέσω είναι ότι δεν έχει έξοδο jack.. (εμενα προσωπικά δεν με ενοχλεί πάντως.. Με βολεύει η optical έξοδο)']",1,-2,3,1
"['Τη πηρα 390 49"" την εχω 8 μηνες,αξιζει το καθε ευρω της.!το μονο που μετανιώνω ειναι που δε πηρα την 55"",\nΥγ: Μου κάνει εντυπωση πως αντι να πέφτει η τιμη της λογω παλαιότητας,αυξάνεται...']",0,-1,1,1
['Εχω την συγκεκριμένη τηλεοραση εναμιση χρονο. Για τα λεφτα της ειναι πολυ καλη και ειμαι ευχαριστημένος. Ο ηχος της ειναι φοβερος και δεν χρειάζεται σε καμια περιπτωση υποστήριξη soundbar. Η εικονα της ειναι επισης πολυ καλη. Τονοζω σε αυτα τα χρηματα ειναι απο τις καλυτερες επιλογές.'],-1,-3,2,1
['Παιδιά απλά καταπληκτική.την αγόρασα από γνωστή αλυσίδα καταστημάτων στα 340€.παιδια σε τέτοια τιμή νιώθω πως λίστεψα εκκλησία.εικονα είναι τέλεια χρώματα πίστα και έντονα και σε συνδυασμό με το Xbox one s 4k hdr είναι σκέτη απόλαυση.εγώ αγόρασα το μοντέλο των 49 ιντσών οπότε και από θέμα μεγέθους είμαι ικανοποιημένος.λιγο η ποιότητα κατασκευής δν είναι και η καλύτερη είναι λίγο πλαστική αλλά εφόσον ρε φίλε δν την παίρνεις μαζί σου και την έχεις σε ένα σημείο δν χρειάζεται να νοιάζεσαι.Α και ξέχασα να αναφέρω το ποσό ΟΜΟΡΦΗ ΕΙΝΑΙΙ παιδιά είναι ένα κόσμημα σκέτο στο σαλόνι μου.το κοντρόλ είναι καλό ξέρετε δν περιμένεις και κάτι και στην τελική δν νοιάζεσαι κιόλας την δουλειά του την κάνει.εχει αρκετές θύρες hdmi και usb.το μόνο που δν ξέρω άμα εγώ δν το έχω δει αλλά δν μπορώ να βρω την θύρα για τα ακουστικά άμα έχει αλλά τι να την κάνεις αφού έχει και bluetooth για να συνδεεις με Bluetooth τις συσκευές σου σιγά.τελος από ήχο έχει καλό αυτό δν είναι κάτι ιδιαιτερο.σιγοψηνοντας η τηλεόραση άμα την βρείτε σε τιμή 500€ και κατω κατά την άποψη μου είναι value for money δν είναι η καλύτερη που μπορειται να βρείτε σε αυτά τα λεφτά αλλά άμα για κάποιο λόγο δν θελεται ας πούμε να κάνετε παραγγελία γιατί φοβάστε για τυχόν ζημιές(καλή ώρα) και την βρείτε σε κσταστημα πιστεύω ότι πρέπει να την πάρετε'],1,-2,3,1
"['Έπειτα από περίπου ένα χρόνο χρήσης θα ήθελα να σημειώσω πως πρόκειται για μία τίμια τηλεόραση για τα χρήματά της. Καλή εικόνα, καλά χρώματα, καλή γωνία θέασης με ελαφριά παραμόρφωση αν κοιτάξεις από πολύ πλάγια θέση. Το μενού είναι σχετικά εύκολο αλλά και με πολλές ρυθμίσεις οι οποίες θα σε αποζημιώσουν αν ασχοληθείς με αυτές ειδικά στον χρωματικό τομέα μιας και τα προ-ρυθμισμένα προφίλ ως συνήθως νομίζω πως αδικούν κάπως τις οθόνες γενικότερα...\nΠλέον σαν παλαιότερο μοντέλο θα σας συνιστούσα να επιλέξετε μια νεότερης κοπής χωρίς να δαπανήσετε πολλά περισσότερα χρήματα. Σκεφτείτε πως όσο ακριβή και να επιλέξετε αυτό που παίζει σημαντικό ρόλο στην απόδοσή της είναι η πηγή ή το μέσο προβολής (stream ή dowload σε πολύ υψηλή ανάλυση όπου απαιτεί και μεγάλες ταχύτητες ίντερνετ, bluray/κονσόλα 4k κλπ). Οπότε μία τηλεόραση με αξιοπρεπή χαρακτηριστικά, καλή χρωματική απόδοση και μέτρια τιμή θα σας καλύψει.']",1,-2,3,1
['Σε γενικές γραμμες είναι μια πολύ καλή τηλεόραση με καλή εικόνα και πολύ καλό δέκτη WI -FI Τα λεφτα της τα αξίζει και την προτείνω ανειλειπως .'],1,-1,3,1
"['Η τηλεόραση τα σπάει!! Υπέροχη εικόνα και αυτό το βλέπεις πόσο έντονα φαίνεται το μαύρο!! Και ιδίως στα HD κανάλια παθαίνεις πλάκα!! Επίσης όταν συνδέεται στο ίντερνετ για να δω κάποια video μένω άναυδη με την ποιότητα της εικόνας !!! Ωραίες λειτουργίες, πολύ καλώς ήχος αν και θα ήθελα λίγο πιο πολλες  ρυθμίσεις. Μετά από αρκετό ψάξιμο και λάτρεις της Samsung ήταν πολύ καλή επιλογή!!']",1,-1,3,1
['το μόνο παραπονο είναι ότι αν δεν στοχέυσεις καλά δεν υπακούει το τηλεχειριστήριο συμβένει σε όλες τις lg αυτης της σειρας'],0,-2,2,1
['Μόλις πήρα την 55άρα...\nκαλή αρκετά καλή αλλα περίμενα καλύτερη απο θέμα εικόνας και φωτισμού μιλάω...\nστις υψηλές αναλύσεις θα την χαρείτε!!\nο ήχος της εμένα μαρέσει έχει επιλογές αρκετές!\nμενού σχετικά γρήγορο!\nαλλαγή των καναλιών επισεις εντάξει!\nθα πρέπει να έχετε και καλό ίντερνετ για τα 4Κ βίντεο απο το youtube π.χ αλλιώς θα κολάνε θα παίζουν καλα βεβαια σε λιγο χαμηλοτερη αναλυση καλα σε FHD σιγουρα απλα το λέω γιαυτους που επιθυμουν 4Κ οποσδήποτε!\nποιότητα κατασκευής μέτρια εως καλη θα ελεγα εμενα δε με ενοχλει κατι πανω σε αυτο το κοματι...\nτο ποδαράκι στηριξης λίγο περίεργο θα σας φανει και θα σας δημιουργησει ένα ανχος ως προς τη σταθερότητα αλλα την συγκρατει μια χαρα μην ανυσηχειτε!\nΕΠΙΔΕΙ ΕΙΝΑΙ ΠΑΡΑ ΠΟΛΥ ΝΩΡΙΣ ΛΟΓΟ ΟΤΙ ΤΗΝ ΕΧΩ ΚΑΠΟΙΕΣ ΩΡΕΣ ΜΟΝΟ ΘΑ ΕΠΑΝΕΛΘΩ ΝΑ ΠΩ ΠΩΣ ΠΑΕΙ.....'],1,-2,3,1
['Για τα λεφτά την είναι πάρα πολύ καλή! Κάτοχος ένα μήνα. \nΘα την κρίνω πάντα σε σχέση με τα χρήματα τα οποία δώσαμε για την αγορά της και όχι σαν να δίνω 1000 ευρώ για μία τηλεόραση. Η εικόνα της είναι πάρα πολύ καλή! Επίσης ο ήχος αρκετά δυνατός και καθαρός χωρίς αν αλλοιώνεται ακόμα και πάνω από 70% … το μενού της είναι το κλασικό της LG το οποίο βρίσκω πολύ εύχρηστο σε σχέση με μία Panasonic που έχω. Πολύ γρήγορη στο πως ανταποκρίνεται στο internet και στις εφαρμογές. \nΣτα αρνητικά είναι ίσος η ποιότητα των πλαστικών της χωρίς όμως πραγματικά να με πειράζει γιατί πάντα λέω είναι σε σχέση με την τιμή. \nΤην τοποθέτησα σε τοίχο σε σχετικά μεγάλο δωμάτιο και πραγματικά είναι από τις καλύτερες αγορές μου!\nΕλπίζω να αντέχει για χρόνια.'],0,-3,3,1
"['Μετά από σχεδόν 2 μήνες χρήσεις της συγκεκριμένης TV δεν μπορώ να βρω κάτι αρνητικό , αγοραστικέ στα 490euros με εγγύηση 5 ετών , είμαι απόλυτα ικανοποιημένος από την συγκεκριμένη TV .']",1,-2,3,1
"['Αγόρασα το συγκεκριμένο προϊόν από Κύπρο.. 43"" την έχω στο δωμάτιο εδώ και 4 μήνες.. Λοιπόν για ταινίες είναι εξαιρετική και για xbox η ανάλυση του 4k (fhd) είναι ορατή από την πρώτη στιγμή.. αξίζει τα λεφτά της.. τα ηχεία με ενθουσίασαν πολύ.. θα την έπαιρνα ξανά χωρίς δεύτερη σκέψη']",1,-2,3,1
"['¨Ηθελα μια δεύτερη τηλεόραση και πήρα αυτήν μετά από έρευνα επειδή δεν ήθελα να δώσω πάρα πολλά λεφτά. \nΤην πήρα στα 399€ από κατάστημα το μοντέλο των 49"" και την έχω 2 μήνες περίπου. \nΗ τηλεόραση έχει μια αξιοπρεπή εικόνα χωρίς να είναι το τέλειο, αλλά δεν ασχολήθηκα φοβερά με ρυθμίσεις να είμαι ειλικρινής καθώς είναι κάτι το οποίο βαριέμαι. \nΣαν ποιότητα είνια οκ πλαστικό αλλά μην τρελαθούμε δεν έδωσα και 1000€. Ένα πρόβλημα που σχεδόν εμφάνισε αμέσως είνια πως χάνει τη σύνδεση του wifi. Εκεί το σήμα φτάνει με extemder δεν ξέρω αν φταίει αυτό ειλικρινά αλλά το tablet και το κινητό δεν χάνουν ποτέ. Δηλαδή για να δεις netflix πρέπει κάθε φορά να επανασυνδεθείς όποτε ανοίξεις την τηλεόραση. Επειιδή δεν βλέπω πολύ δεν ασχολήθηκα να απευθυνθώ σε αντιπροσωπεία κλπ γιατί είναι περιορισμένη η χρήση που κάνω.\nΕν κατακλείδι αν θέλεις μια τηλεόραση χωρίς να δώσεις μια περιουσία δεν αναζητάς την τέλεια εικόνα αλλά έιχεις περιορισμούς στο ποσό που θέλεις να δώσεις τότε νομίζω πως έιναι κάτι παραπάνω από αξιοπρεπής επιλογή στις τιμές που κυμαίνεται.']",-1,-4,3,1
"[""Αγόρασα το συγκεκριμένο μοντέλο (43 ιντσών) στις 17/6 από κατάστημα ηλεκτρονικών ειδών στην Αθήνα . Οι πρώτες εντυπώσεις θετικότατες πολύ καλή οθόνη με εξαιρετική θέαση από οποιαδήποτε γωνία, απίστευτος ήχος που με εντυπωσίασε τόσο πολύ που σχεδόν 'αχρήστευσε' το home cinema μου, εύχρηστο μενού και ότι χρειαστείς για συνδεσημότητα και με το παραπάνω.\nΠάμε στα μείον, κατά αρχάς το τηλεκοντρόλ που σε παραπέμπει σε τηλεόραση 14' από αυτές που αγοράζαμε στη δεκαετία του 90, τα κουμπιά μικρά και κοντινά και πρέπει οπωσδήποτε να το κοιτάζεις για να ξέρεις τι πατάς. Δεύτερον η ποιότητα κατασκευής είναι μέτρια αλλά για τα λεφτά της επαρκής, τουλάχιστον δεν τρίζει.\nΣτο δια ταύτα... 4-5 μέρες αφού την αγόρασα, παρατήρησα εντελώς τυχαία μια οριζόντια μαύρη γραμμή από άκρη σε άκρη στο μέσο της οθόνης και σε μέγεθος χοντρής κλωστής ραψιματος. Ο λόγος που την είδα καθυστερημένα είναι πρώτων ότι βλέπω τηλεόραση από απόσταση μεγαλύτερη των 2 μέτρων και αυτή είναι αντιληπτή από 1 με 1.5  μετρό και κοντινότερα  και δεύτερον η γραμμή αυτή είναι ορατή μόνο σε αποχρώσεις του κόκκινου (πορτοκαλί κόκκινο μπορντω, έντονο ροζ κλπ).\nΑποφάσισα την επόμενη μέρα να την επιστρέψω στo κατάστημα που την αγορασα και να ζητήσω την αντικατάσταση της. Στο σέρβις  μου είπαν ότι είναι καμμένη ledοταινια και με εξυπηρέτησαν χωρίς το παραμικρό, εξάλλου η βλάβη ήταν οφθαλμοφανης και όταν την είδαν ξεκίνησαν την διαδικασία επιστροφής-αποστολής στην LG-και αντικατάσταση. Μου είπαν εντός 10 με 15 ημερών. Αν είχα την συσκευασία η διαδικασία θα ήταν πιο εύκολη και μακραν πιο γρήγορη μου είπαν. Οπότε ότι και αν αγοράζετε μην βιαστείτε ποτέ να πετάτε την συσκευασία.\nΤώρα είμαι στην αναμονή χωρίς τηλεόραση μιας και η παλιά που είχα την δωρισα στην μητέρα μου, και περιμένω να ειδοποιήσουν για να παραλάβω μια καινούρια. Η εξυπηρέτηση από το αρμόδιο τμήμα service του καταστήματος πάντως σε όλες τις περιπτώσεις ήταν εξαιρετική... Το ξενέρωμα όμως όταν αγοράζεις κάτι καινούργιο και σου βγαίνει προβληματικό.. δεν παλεύεται. Ελπίζω να μη συμβεί σε κανέναν άλλο.""]",0,-3,3,-1
"['Αγόρασα πρόσφατα την 49\'\' (από κατάστημα της Θεσσαλονίκης, είχα πιστωτικό από ένα κινητό που μου βγήκε μάπα). Δεν ξαναείχα smart tv . Είμαι ενθουσιασμένη !!! Τα έχει όλα : πολύ καλή σύνδεση με  ΙΝΤΕΡΝΕΤ , WI - FI + BLUETHOOTH. Αργεί δευτερόλεπτα να μπει στο Guide και είναι λίγο παράξενο, αλλά ΟΚ. Όλα ΤΕΛΕΙΑ !!!\nΕχει y-tube δωρεάν, υποστηρίζει NETFLIX (και με 8 ευρώ παιδιά κάνετε το σαλόνι σας Σινεμά ! ! !  : )\nΟ ήχος πολύ καλός, ηχεία των 20watt. Δεν ξέρω τί άλλο να πω, είμαι πολύ ευχαριστημένη, δεν λέω για χρήματα γιατί αυτό που διαβάζω συνέχεια ""για τα λεφτά της"" είναι υποκειμενικό. Δεν ξέρεις πόσα χρήματα διαθέτει ο καθένας και τί θυσίες έχει κάνει για να τα μαζέψει. Οπότε, ναι, νιώθω ότι έκανα πολύ καλή αγορά !!!']",1,-2,3,1
['πολύ καλή Τηλεόραση πολύ καλή τιμή για 55αρα ευκολο μενού την έχω ένα μήνα μέχρι στιγμής ειμαι ευχαριστημενος'],0,-2,2,1
"['lg43uk6400 την εχω βαλει σε δωματιο. Ας ξεκινήσουμε απο εικονα που μπορω να πω οτι ειναι παρα παρα πολυ καλη, Φυσικα μιλάω για νετφλιξ και ερτ hd κτλπ.(στα υπολοιπα κανάλια βλεπεις οτι καλυτερο σου δινει η digea :p) ήχος παρα πολυ καλος ειδικα για εμενα που την εχω σε δωματιο, απο εκει και περα πας για home cinema σε σαλονι αμα θες το κατι παραπανω, οπως θα εκανες με ολες τις τηλεοράσεις. Ποτε καμια tv δεν θα σου προσφέρει τον ηχο του homecinema. συνοπτικά ο ήχος της tv ειναι άψογος. design αρκετα όμορφο,   αλλα οχι πολυ λεπτο. ποιότητα : Πλαστικό κατα κυριο λογο αλλα δεν μπορεις να τα ζητας ολα και σε καλη τιμη , δεν εχω κανενα παράπονο εφοσον ειναι ντιζαινατι τι με ενδιαφερει αμα ειναι απο πλαστικό η αμα εχει καποιο πιο premium υλικό....  Απο αποψη επεξεργαστή σχετικα γρήγορη σε netflix και σε ολες τις λειτουργίες  γενικα. Δεν εχω βρει το παραμικρο ψεγάδι. Βεβαια δεν εχω και καμια τρελη πείρα ... Απο εμενα παιρνει 5/5 και στην τιμη των 336 + μεταφορικά δωρο απο το μαγαζι  ειναι μια πολυ καλη αγορά.']",1,-2,3,1
['Χωρις καμια υπερβολη 5/5. Ειχα Lg full hd και πηγα σε αυτην την 4κ. Πραγματικα εαν βαλετε netflix 4k ταινια θα καταλαβεται την διαφορα. Τωρα στα ελληνικα καναλια δεν εντοπιζω καποια τρελη διαφορα με την προηγουμεμη μου τηλεοραση. Την συνδιαζω με soundbar sk8.Η ποιοτητα ηχου και εικονας ειναι απιστευτη αξιζει τα λεφτα της'],-1,-2,1,1
"['Μετά από τρεις μήνες χρήση.. Τέλεια..... Ποιότητα στα καναλια digea, μέτρια, αλλά δε φταίει η tv.... Το ertsport, με φανταστικη εικόνα.. Ποιότητα σε ταινίες από usb, παρα πολύ καλή,κ κατεβασμενες με ποιοτητα μέχρι 1080. Netflix, YouTube έτοιμες εφαρμογές.... Εκεί βλέπεις κ την ποιότητα εικόνας. Ψάξτε την εφαρμογή smart iptv και την smart stb...... Πολύ εύκολο μενού. Για 55 ιντσών, κάτω από 500 ευρώ είναι πραγματικά ευκαιρία.......']",1,-1,3,1
